年,月,発生時間,災害状況,業種_大分類,業種_中分類,業種_小分類,事業場規模,起因物_大分類,起因物_中分類,起因物_小分類,事故の型,年齢
30,5,15～16,作業場で丸ノコを使用して材料をきざむ作業中、左手が丸ノコの刃に触れてしまい、母指・示指・中指を負傷した。,建設業,建築工事業,木造家屋建築工事業,1～9人,動力機械,木材加工用機械,丸のこ盤,切れ、こすれ,26
30,5,14～15,高さ3m移動式足場ローリングタワーの上で、シャッター用受け金物取り付け作業中、被災者に合図をせずに下にいた作業員がタワーを移動させたため、被災者が天井の既存金物に背中を打撲し、更に危険を感じたので下に飛び降りて転倒し受傷した。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,10～29人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,激突,65
30,5,10～11,駐車場で自社トラックの荷台片付け整理をしていて、荷台から飛び降りた際に、両足踵から着地し、骨折した。,建設業,土木工事業,その他の土木工事業,10～29人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,激突,55
30,5,9～10,リフォーム現場で大工が電動丸ノコでトラックの荷台上に木材を置いて加工の作業をしているときに、たまたま後方を通過しようとした被災者の左手母指の附近に電動丸ノコの歯が当たってしまい負傷した。,建設業,その他の建設業,その他の建設業－その他,1～9人,動力機械,木材加工用機械,丸のこ盤,切れ、こすれ,59
30,5,11～12,"解体工事を行っていた際、80㎝のブロック塀の上で、バールを用いて作業をしていたところ、一段低くなっていることに気付かず足下を取られ転倒した。
その際、ブロック塀からでていた鉄鋼棒に左胸を強打し、負傷した。",建設業,建築工事業,木造家屋建築工事業,10～29人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,作業床、歩み板,転倒,44
30,5,9～10,杭打機の解体を行い、架台の解体を行う際、固定ピンの最後のピンを外そうとした際、外れないためバールを使用して押し抜いたところ、架台が下がりバールを持っていた指先が杭打機本体に挟まり被災した。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,10～29人,その他の装置等,人力機械工具等,手工具,はさまれ、巻き込まれ,60
30,5,16～17,屋根外壁修繕工事にて、サッシ廻りのシーリング撤去中、両手でシーリング撤去用のヘラを持ちながら撤去していたところ、手が滑ってヘラが右目に当たった。,建設業,建築工事業,その他の建築工事業,1～9人,その他の装置等,人力機械工具等,手工具,飛来、落下,22
30,5,15～16,駐車場にて、帰宅のため社有車の後部座席に私物を載せドアを閉める際、他の社員と話しながらだったこともあり、誤ってドアに左手薬指先を挟み負傷した。,建設業,建築工事業,木造家屋建築工事業,1～9人,物上げ装置、運搬機械,乗物,乗用車、バス、バイク,はさまれ、巻き込まれ,19
30,5,16～17,工事の作業が終了し、4tクレーン付きトラックに積んだ材料等を資材置き場で資材の上で荷卸し中、バランスを崩し、約5m下の資材上に落ちて負傷した。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,10～29人,荷,荷,荷姿の物,墜落、転落,50
30,5,11～12,農道で2tダンプに積み込んである土砂を埋め戻し作業中、荷台の石（30㎝ほど）が挟まり、この石を外そうとしたところ、荷台（高さ1m）から右足親指付近に落下し裂傷を負った。,建設業,建築工事業,建築設備工事業,10～29人,物上げ装置、運搬機械,動力運搬機,トラック,飛来、落下,44
30,5,16～17,木造住宅切り離し解体工事の際、解体材を4tダンプトラックに重機積み込み作業中、荷台に登って解体材の並べ直しをしていた被災者が、バランスを崩し滑り落ちて受傷した。,建設業,建築工事業,木造家屋建築工事業,30～49人,動力機械,建設機械等,解体用機械,激突され,49
30,5,15～16,解体工事準備として周辺の支障木伐採作業中、立木の枝葉を小型チェーンソーにて伐採中に左手薬指を自身の持つ小型チェーンソーにて誤って接触し裂傷を負った。,建設業,建築工事業,木造家屋建築工事業,30～49人,動力機械,木材加工用機械,チェーンソー,切れ、こすれ,48
30,5,10～11,仮設足場の3段目の作業床より地面へ降りるため、体を足場外側へ乗り出し、昇降タラップに足を掛けようとした際に、誤って足を滑らせ転落し、地面に体を強打し負傷した。,建設業,建築工事業,建築設備工事業,1～9人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,足場,墜落、転落,66
30,5,13～14,作業場にて、壁に立て掛けた材木を取り出すためにはしごに登り、目的の材木まで手が届かなかったため、手前の材木に足を掛けたところ、崩れてバランスを失い、約180㎝の高さから転落した。,建設業,建築工事業,木造家屋建築工事業,1～9人,その他の装置等,用具,はしご等,墜落、転落,43
30,5,16～17,会社前通路脇の斜面で、草刈りの段取り中誤って足を滑らせ、水路のコンクリート上部に左胸を打った。,建設業,建築工事業,木造家屋建築工事業,1～9人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,建築物、構築物,転倒,58
30,5,16～17,客がブレーキとアクセルを間違え、右前方に立っていた被災者の右足を挟まれ骨折した。,建設業,土木工事業,トンネル建設工事業,10～29人,物質、材料,材料,石、砂、砂利,転倒,59
30,5,11～12,掃除をする際に、電源を切るのを忘れロールの上に乗ったところ、足がセンサーに触れ、機械が動き出してしまい、ローラーに足を巻き込まれ負傷した。,建設業,土木工事業,その他の土木工事業,1～9人,物上げ装置、運搬機械,動力運搬機,トラック,交通事故（道路）,18
30,5,9～10,大浴場の清掃中、窓を開けようと手を伸ばした際、足下の床が濡れていたために滑って体勢を崩して転倒し負傷した。,建設業,その他の建設業,電気通信工事業,1～9人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,その他の仮設物、建築物、構築物等,墜落、転落,41
30,5,13～14,プレス機に金型を取り付けていたときに、クッションプレートが上がり切っていることを確認するためクッションピンを触って確認しようとした際、クッションプレートが上がり切っておらず突然上がり、クッションプレートと金型のベース板の間に右手親指が挟まれ負傷した。,建設業,その他の建設業,機械器具設置工事業,30～49人,物質、材料,材料,金属材料,飛来、落下,62
30,5,11～12,客席のスプーンを補充して厨房に戻った際、排水溝の蓋が外されていたことに気付かず、左足を勢いよく突っ込んで骨折した。,建設業,建築工事業,その他の建築工事業,1～9人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,建築物、構築物,墜落、転落,47
30,5,17～18,破棄用ガロンケースの上でガロンケースの受け渡しを行っている最中に、バランスを崩して尻から転倒した。,建設業,建築工事業,建築設備工事業,1～9人,動力機械,金属加工用機械,その他の金属加工用機械,切れ、こすれ,48
30,5,10～11,油圧ショベルのバケットを3人掛りで持ち上げ軽トラックの荷台へ降ろす際に、3人の力の平均がとれていないためか、軽トラックの荷台部分とバケットの間に左薬指先端を挟み受傷した。,建設業,土木工事業,その他の土木工事業,10～29人,荷,荷,機械装置,はさまれ、巻き込まれ,41
30,5,14～15,外構工事にて、歩車道境界ブロック（300㎏）の切断加工を行うため、玉掛けできるようにワイヤーを通せる隙間を作ろうと、両手でブロックをずらした際に、枕木から外れ落ちブロックと敷き鉄板の間に指を挟み、右手中指の先端を切断した。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,10～29人,物質、材料,材料,その他の材料,はさまれ、巻き込まれ,37
30,5,14～15,足場一段目の踏み板の上で、筋交い金物を取り付けているときに足下を滑らせ、高さ1m70㎝から落ちそうになり焦って踏み板の一角に右脇の下を当ててしまい、擦りむき切った。,建設業,建築工事業,木造家屋建築工事業,1～9人,仮設物、建築物、構築物等,仮設物、建築物、構築物等,足場,切れ、こすれ,31
