年,月,発生時間,災害状況,業種_大分類,業種_中分類,業種_小分類,事業場規模,起因物_大分類,起因物_中分類,起因物_小分類,事故の型,年齢
25,10,14～15,塗装作業中、足場を登っている際、手を滑らせ地上約3mの地点から飛び降りた。,建設業,その他の建設業,その他の建設業－その他,1～9,その他の装置等,用具,はしご等,墜落・転落,32
25,10,16～17,ダンプ荷台の清掃中、あおり上部に設置してあるL型アングルを上げていたところ、L型アングルが滑り落ちて手に当たり、手薬指を骨折した。,建設業,土木工事業,その他の土木工事業,10～29,物上げ装置、運搬機械,動力運搬機,トラック,飛来・落下,45
25,10,15～16,3ｔタイヤローラーに載せてあったプロパンガスバーナーを同僚が被災者に渡そうとした際、ローラーが前進し、被災者が巻き込まれ、大腿骨を負傷した。,建設業,土木工事業,道路建設工事業,10～29,動力機械,建設機械等,締固め用機械,はさまれ巻き込まれ,59
25,10,9～10,アスファルト舗装作業中、ハンドガイド式振動ローラーと3ｔタイヤローラーが接近した為、前方転圧を行っているハンドガイド式振動ローラーを操作している被災者の後方から後続転圧を行っている3ｔタイヤローラーが突っ込み、足下部を3ｔタイヤローラーと前輪で後ろから圧迫された。,建設業,土木工事業,道路建設工事業,10～29,動力機械,建設機械等,締固め用機械,はさまれ巻き込まれ,25
25,10,7～8,骨組みから高所作業中のバスケットに乗り移る際、バスケットに足を掛けたところ、足を滑らせ、高さ約6mの高所作業車のバスケットからコンクリートの地面に落下した。,建設業,建築工事業,その他の建築工事業,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,建築物、構築物,墜落・転落,46
25,10,15～16,4ｔダンプを運転中、一時停止しなかった乗用車からダンプの左側面へ衝突され、脳震盪を起こした。,建設業,土木工事業,道路建設工事業,10～29,物上げ装置、運搬機械,乗物,乗用車、バス、バイク,交通事故（道路）,56
25,10,5～6,車両運転中、対向車線をはみ出し、対向車2台と衝突し、助骨、手中指を骨折した。,建設業,土木工事業,鉄道軌道建設工事業,30～49,物上げ装置、運搬機械,動力運搬機,トラック,交通事故（道路）,41
25,10,13～14,レストラン新築工事にて、住宅部分の間柱入れ作業中、巾70cm程度の木足場を3枚並べた上を歩いた際、置いてあった材料に足を引っ掛け、足を捻った。,建設業,建築工事業,木造家屋建築工事業,1～9,物質、材料,材料,木材、竹材,転倒,57
25,10,8～9,住宅の鉄骨製カーポートの現場にて、柱を前に押していところ、アキレス腱を断裂した。,建設業,建築工事業,その他の建築工事業,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,建築物、構築物,動作の反動無理な動作,43
25,10,10～11,事務所の窓ガラスの拭き掃除中、1.5mの脚立の天板に乗った際、転倒した。,建設業,建築工事業,木造家屋建築工事業,30～49,その他の装置等,用具,はしご等,墜落・転落,44
25,10,14～15,外部塗装工事現場にて、足場の一段目から降りようとしたところ、手を滑らせ、後方に転落し、後頭部と背中を砂利地面に強打した。,建設業,その他の建設業,その他の建設業－その他,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,足場,墜落・転落,58
25,10,17～18,一般住宅現場にて、建込中、2階の床を作っていたところ、足を滑らせ約3m下の基礎部分に転落した。,建設業,建築工事業,木造家屋建築工事業,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,開口部,墜落・転落,53
25,10,15～16,玄関ポーチの天井部を脚立の上にて塗装作業中、バランスを崩し背中から落下し、背骨を亀裂骨折した。,建設業,建築工事業,その他の建築工事業,1～9,その他の装置等,用具,はしご等,墜落・転落,64
25,10,8～9,高さ2.7mの上層階屋上にて、アルミ梯子を用いて登っている際、足を滑らせ、落下。梯子と屋根鉄板(新板)に挟まり、足を負傷した。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,1～9,その他の装置等,用具,はしご等,墜落・転落,30
25,10,13～14,車両運転中、右折するため停車していたところ、後方から脇見運転してきた車両に追突された。,建設業,建築工事業,木造家屋建築工事業,10～29,物上げ装置、運搬機械,乗物,乗用車、バス、バイク,交通事故（道路）,34
25,10,8～9,屋根上にて、雪止め金具を取付作業中、崩れたトタン上で足を滑らせ、地面と木材の上に落下した。,建設業,建築工事業,その他の建築工事業,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,屋根、はり、もや、けた、合掌,墜落・転落,62
25,10,10～11,窓ガラスの除去作業中、割れたガラスがふくらはぎに刺さった。,建設業,その他の建設業,その他の建設業－その他,10～29,物質、材料,材料,その他の材料,切れ・こすれ,35
25,10,8～9,ダンプに土砂積込作業中、ダンプの運転席から降車する際、バランスを崩し、ステップの網目に手を挟んだ。,建設業,その他の建設業,その他の建設業－その他,10～29,物上げ装置、運搬機械,動力運搬機,トラック,墜落・転落,55
25,10,9～10,高さ約5mの桜の木を伐採作業中、手のこで枝を切断した際、足場にしていた高さ約2.2mの枝が折れ、コンクリート上に落下し、かかとを強打した。,建設業,土木工事業,その他の土木工事業,1～9,環境等,環境等,立木等,墜落・転落,52
25,10,15～16,玉掛け準備中、吊荷がバランスを失い、被災者の足先に落下した。,建設業,土木工事業,河川土木工事業,1～9,その他の装置等,用具,玉掛用具,飛来・落下,42
25,10,7～8,法面中間地点にて、水中ポンプの移動作業を行っていたところ、足を滑らせ、1.5m下の掘削面に滑り落ち、膝を捻った。,建設業,土木工事業,その他の土木工事業,10～29,環境等,環境等,地山、岩石,墜落・転落,56
25,10,13～14,ブロック擁壁改修工事にて、古いコンクリートの擁壁を取り壊す段取りをしていた際、差し金が3cm程しか入っていなかった為、被災者に倒れた。,建設業,建築工事業,木造家屋建築工事業,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,建築物、構築物,崩壊・倒壊,44
25,10,9～10,2ｔトラックの荷台から降ろしたボンベ(重さ約60kg)を転がしていたところ、つま先に当たった。,建設業,土木工事業,港湾海岸工事業,50～99,その他の装置等,圧力容器,その他の圧力容器,飛来・落下,44
25,10,14～15,剪定作業中、落ちた枝が下から跳ね返った際、被災者が上がっている梯子に当たり、バランスを崩し、高さ約2mから地面(土)へ落下した。,建設業,土木工事業,その他の土木工事業,1～9,その他の装置等,用具,はしご等,墜落・転落,31
25,10,9～10,木材加工中、機械に指を近づけ過ぎた為、手薬指を挟まれた。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,30～49,動力機械,木材加工用機械,その他の木材加工用機械,はさまれ巻き込まれ,36
25,10,10～11,法面工事を行っていた際、吹付箇所移動の為、ホースを移動させていた際、直高36m程度の法面より落石があり、被災者の肩に当った。,建設業,土木工事業,その他の土木工事業,10～29,環境等,環境等,地山、岩石,飛来・落下,48
25,10,16～17,防潮定撤去工事現場にて、重機運転席から降りる際、キャタピラの上へ足を掛けたところ、足を捻った。,建設業,土木工事業,港湾海岸工事業,1～9,その他,起因物なし,起因物なし,動作の反動無理な動作,43
25,10,8～9,外装部材をベビーサンダーにて切断中、回転刃が折れ、胸部に突き刺さった。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,1～9,動力機械,木材加工用機械,その他の木材加工用機械,切れ・こすれ,58
25,10,16～17,資材整理中、手すり(長さ3.6m、重さ6kg、短管)3本を移動している際、手を滑らせ手すりが落下し、手(親指)に当たり、骨折した。,建設業,その他の建設業,その他の建設業－その他,50～99,物質、材料,材料,金属材料,飛来・落下,24
25,10,9～10,木造2階建賃貸住宅新築工事にて、足場上でブルーシートを干し、地上へ降りる際、足を滑らせ、2.2m程度の高さから土間コンクリートへ背中から転落した。,建設業,建築工事業,木造家屋建築工事業,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,足場,墜落・転落,47
25,10,14～15,足場上(一段目)にて、自動釘打機を用いて外部のパネルを取り付けていた際、屈んだところ、誤って釘を発射させ、くるぶしに針を刺した。,建設業,建築工事業,木造家屋建築工事業,10～29,動力機械,一般動力機械,その他の一般動力機械,切れ・こすれ,56
25,10,14～15,ブロック塀を解体中、トラックにブロックガラを積む際、ブロックとトラックの荷台に手の小指を挟んだ。,建設業,建築工事業,その他の建築工事業,1～9,物上げ装置、運搬機械,動力運搬機,トラック,はさまれ巻き込まれ,54
25,10,16～17,コンクリート打説補助作業中、手足に生コンクリートが接触した。,建設業,土木工事業,砂防工事業,1～9,物質、材料,危険物、有害物等,その他の危険物、有害物等,有害物との接触,45
25,10,10～11,電動丸のこぎりでコンクリートが付着しているベニア板を加工中、板に引っ掛かった電動丸のこぎりが跳ね返され、板を抑えていた手に接触した。,建設業,建築工事業,木造家屋建築工事業,1～9,動力機械,木材加工用機械,丸のこ盤,切れ・こすれ,21
25,10,16～17,4ｔトラッククレーンの荷台に乗り、手をかけていた廃材の箱のベニアが外れ、下で作業していた被災者の頭に当たった。,建設業,建築工事業,木造家屋建築工事業,10～29,物上げ装置、運搬機械,動力運搬機,トラック,墜落・転落,61
25,10,13～14,茶の間壁張替作業中、材料(フローリング材)を持ち上げたところ、腰を痛めた。,建設業,建築工事業,木造家屋建築工事業,1～9,その他,起因物なし,起因物なし,動作の反動無理な動作,35
25,10,8～9,国道を走行中、大型ダンプカーが対向車線にはみ出し、衝突された。,建設業,建築工事業,その他の建築工事業,1～9,物上げ装置、運搬機械,動力運搬機,トラック,交通事故（道路）,45
25,10,12～13,木造2階建住宅新築工事にて、梯子(脚立を展開し梯子状にした)を登っていた際、2階の床に片足を掛け上がろうとしたところ、梯子脚部のフローリングの上に貼られていた養生ベニアが滑動し、梯子が落下し、1階床に転落した。,建設業,建築工事業,木造家屋建築工事業,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,作業床、歩み板,墜落・転落,62
25,10,9～10,台車に乗せたパイプ(4m50)を移動させる作業中、前後2人で台車を動かそうとしたところ、台車車輪が足先の上に乗っかった。,建設業,建築工事業,建築設備工事業,1～9,その他の装置等,用具,その他の用具,はさまれ巻き込まれ,64
25,10,16～17,トラックの助手席からセメント袋を下ろそうとした際、トラックの前にて足を滑らせ、転倒した。,建設業,建築工事業,木造家屋建築工事業,30～49,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,61
25,10,13～14,資材の荷降ろし作業中、エアブレーザー(20kg)をクレーン付き4ｔトラック荷台より地上の同僚に手渡す際、あおりに足を掛けバランスを崩し、1.35m下の地面に転倒した。,建設業,土木工事業,橋梁建設工事業,30～49,物上げ装置、運搬機械,動力運搬機,トラック,墜落・転落,25
25,10,11～12,重機から降りる際、足を滑らせ転落した。※調査できませんでした。現場名不明,建設業,建築工事業,その他の建築工事業,50～99,動力機械,建設機械等,その他の建設用機械,墜落・転落,56
25,10,23～24,車道のアスファルト舗装工事にて、アスファルトフィニッシャーで表面の舗設作業中、転圧のためローラーが舗装面に乗った際、上がる箇所の舗装型枠がずれを修正しようとして5m程度離れた場所から駆け寄ろうとした際、転倒し、既設舗装面に肩を強打し、骨折した。,建設業,土木工事業,道路建設工事業,50～99,仮設物、建築物、構築物等,仮設物、建築物、構築物等,通路,転倒,36
25,10,9～10,脚立に登り、間接照明の交換作業中、誤ってバランスを崩し脚立から落下。手首と腰を骨折した。,建設業,建築工事業,その他の建築工事業,1～9,その他の装置等,用具,はしご等,墜落・転落,32
25,10,11～12,木材を搬送中、被災者は同僚と二人で加工機を整理しようと粱を持ち上げた際、手人差し指を石と木材の間に挟み、爪を剥離した。,建設業,建築工事業,木造家屋建築工事業,1～9,物質、材料,材料,木材、竹材,はさまれ巻き込まれ,19
25,10,17～18,屋根修繕工事中、屋根板張りを終え、雨防止のため屋根板に登った際、ブルーシートをかけようとしていたところ、誤って足を滑らせ、バランスを崩し、手を前方に突き、負傷した。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,1～9,環境等,環境等,その他の環境等,動作の反動無理な動作,59
25,10,14～15,法面を補修作業中、天端が濡れていた為、足を滑らせ、1.5m下の道路面上に落下し、足を骨折した。,建設業,土木工事業,その他の土木工事業,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,足場,墜落・転落,61
25,10,11～12,解体工事中、梯子を屋根に掛け、3m程の高さから電話線を外そうとした際、梯子ごと転倒した。,建設業,その他の建設業,機械器具設置工事業,1～9,その他の装置等,用具,はしご等,墜落・転落,58
25,10,16～17,土砂をローダーでトラックへ積込む作業終了後、ローダーを車庫へ入れる際、ドア(片側1枚しかない)を開けて後方確認しながら、ローダー後方から入れようとしたところ、クラッチを踏んでいる足を滑らせ、反動でローダーがバウンドし、手をドアの付根部分に突き、反動で開いたとドアが戻り、手小指を挟まれた。,建設業,その他の建設業,その他の建設業－その他,1～9,物上げ装置、運搬機械,動力運搬機,ローダー,はさまれ巻き込まれ,35
25,10,11～12,水道管改良工事にて、舗装殻を油圧ショベル10.2m3クレーン付にて吊込み、ダンプトラック(4ｔ)へ積み込んだ後、ダンプ荷台へ上り、玉掛ワイヤーを取外し後、舗装殻が折れ足に落下した。,建設業,土木工事業,上下水道工事業,1～9,物質、材料,材料,その他の材料,崩壊・倒壊,58
25,10,8～9,倉庫解体作業中、梁が足場の上部に接触した為、足場が倒れ、4m程から転落した。,建設業,建築工事業,その他の建築工事業,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,足場,墜落・転落,45
25,10,17～18,電動丸鋸で木材(1寸角で長さ1m40cm程)をカットしていた際、丸鋸のコードが付近の木材に引っかかり、反動で大腿部に丸鋸の刃が当たった。,建設業,建築工事業,木造家屋建築工事業,1～9,動力機械,木材加工用機械,丸のこ盤,切れ・こすれ,54
25,10,16～17,外壁塗装工事作業終了後、玄関ポーチ屋根上の清掃作業中、バランスを崩し2.7m下の地面に転落した。,建設業,建築工事業,木造家屋建築工事業,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,屋根、はり、もや、けた、合掌,墜落・転落,58
25,10,15～16,内部壁ボード面の下地処理作業中、高さ85cm脚立から足を踏み外し、地面に足を着き、大腿骨にひびが入った。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,30～49,その他の装置等,用具,はしご等,墜落・転落,21
25,10,11～12,高圧洗浄機を使用し、2階屋根塗装のため洗浄中、ホース先端を持っていたところ、バランスをくず、4.5m下の畑に落下した。,建設業,建築工事業,木造家屋建築工事業,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,屋根、はり、もや、けた、合掌,墜落・転落,35
25,10,8～9,鉄筋の荷降ろし作業中、坂道にて、トラッククレーン(4ｔ)を停めアウトリガーを(左側)伸ばした際、車が後方へ移動しながら左旋回した為、車の後方にいた被災者が荷台下のバンパーの間に足を挟まれ、骨折した。,建設業,建築工事業,その他の建築工事業,10～29,物上げ装置、運搬機械,動力クレーン等,移動式クレーン,はさまれ巻き込まれ,59
25,10,8～9,木材加工場の整理清掃中、構内にあった塵芥を入れて置いたペール缶をダンプの荷台に乗せようとしたところ、ダンプのあおり部分とペール缶に挟まり、手薬指を骨折した。,建設業,土木工事業,その他の土木工事業,30～49,物上げ装置、運搬機械,動力運搬機,トラック,はさまれ巻き込まれ,52
25,10,14～15,大型ハウス屋根葺替工事に伴い、ファイロン撤去の為、タルキに上がり、釘抜きをしていた際、タルキが折れ、約3mの高さより落下。下にあった鉄骨に背中を強打した。,建設業,建築工事業,その他の建築工事業,10～29,仮設物、建築物、構築物等,仮設物、建築物、構築物等,屋根、はり、もや、けた、合掌,墜落・転落,49
25,10,10～11,一般住宅外壁モルタル部分をグラインダーで切断作業中、切断刃がモルタルに引っ掛かり、反動で機械が制御不能になり、回転している刃が足に接触し、機械を止めようしたところ、手の平に切り傷を負った。,建設業,建築工事業,木造家屋建築工事業,1～9,動力機械,金属加工用機械,研削盤、バフ盤,切れ・こすれ,58
25,10,17～18,昇降盤(丸鋸)で看板に使用するアルミ複合板(90cmx180cm、厚さ0.3cm)を手前より前方に両手で押しながら切断中、アルミ複合板が外れ、丸鋸の回転によりアルミ複合板が飛ぶように戻され、アルミ複合板の角が手甲に接触した。,建設業,建築工事業,その他の建築工事業,1～9,動力機械,木材加工用機械,丸のこ盤,切れ・こすれ,27
25,10,9～10,河川の管理道路の境界杭設置の為、スコップや金棒を担いで川沿いを歩いた際、川原の石に躓き、転倒し、脇腹を強打した。,建設業,その他の建設業,その他の建設業－その他,10～29,物質、材料,材料,石、砂、砂利,転倒,62
25,10,13～14,油圧ショベルによる丸太を並べる作業を10m付近の離れた場所で見ていた際、油圧ショベルが掴んだ丸太が回転し、被災者の方に向かってきた為、左側に集積されていた丸太材に手をつき、負傷した。,建設業,土木工事業,その他の土木工事業,10～29,物質、材料,材料,木材、竹材,激突,46
25,10,15～16,漏電調査のため、屋根の上の照明を調査した際、スレート屋根が抜け、約3m下の地面に落下し、肩を打撲した。,建設業,その他の建設業,電気通信工事業,10～29,仮設物、建築物、構築物等,仮設物、建築物、構築物等,屋根、はり、もや、けた、合掌,踏抜き,56
25,10,13～14,ボイラー室動力幹線張替工事にて、100Vケーブルを電気室内北側壁面高さ2m付近を4尺脚立の2段目に上がり、配線結束をしていた際、脚立上でバランスを崩し、誤って第二変電所断路器用高圧ヒューズ金具付近に手指が接触し、感電し、コンクリート面に転落した。,建設業,その他の建設業,電気通信工事業,1～9,その他の装置等,電気設備,電力設備,感電,30
25,10,1～2,レール変換作業中、旧レールをレール山越器のチェーンブロックで吊り上げた際、手で起動パットの位置修正を行った為、旧レールが動き、レールとパイプレートの間に手指が挟まれた。,建設業,土木工事業,鉄道軌道建設工事業,10～29,物質、材料,材料,金属材料,はさまれ巻き込まれ,36
25,10,16～17,脱衣場にて、足場台伸縮脚立に上り、塗壁作業をしていた際、洗濯機のパンの下の穴に脚立の足がはさまり、脚立が傾いた為、転倒した。,建設業,建築工事業,木造家屋建築工事業,1～9,その他の装置等,用具,はしご等,墜落・転落,61
25,10,15～16,足場の上(高さ2m)でローラーにより外壁塗装作業中、足場が雨で濡れていた為、足を滑らせ、体のバランスを崩し1.6m下の玄関先に転落。頭部外傷及び骨折した。,建設業,建築工事業,その他の建築工事業,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,足場,墜落・転落,35
25,10,14～15,倉庫内にて、脚立に上がり蛍光灯電球を交換していた際、バランスを崩し、転倒し、腕を強打し骨折した。,建設業,建築工事業,その他の建築工事業,1～9,その他の装置等,用具,はしご等,墜落・転落,18
25,10,8～9,ファサード柱上部をパテ処理する際、高床足場(床高2，060mm)から足を踏み外し、落下した。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,30～49,仮設物、建築物、構築物等,仮設物、建築物、構築物等,足場,墜落・転落,36
25,10,14～15,重量約10kgの建築資材(石こうボード)をトラックに積み込み作業中、商品を両手で持った状態で躓き、腰椎を捻挫した。,建設業,その他の建設業,その他の建設業－その他,不明,荷,荷,荷姿のもの,動作の反動無理な動作,63
25,10,9～10,ボードの大地材を卓上丸ノコで切断作業中、ボード杉を送る際、手がノコの刃に巻き込まれた。,建設業,建築工事業,木造家屋建築工事業,1～9,動力機械,木材加工用機械,丸のこ盤,切れ・こすれ,46
25,10,14～15,資材置場にて、仮組立中、鋼材(0.2x0.5x4.0m)がバランスを崩し倒れ、足指を負傷した。,建設業,土木工事業,その他の土木工事業,10～29,物質、材料,材料,金属材料,飛来・落下,41
25,10,10～11,外構工事の為、ブロックを2ｔダンプの荷台へ積み降ろそうとした際、ブロックとダンプ後ろのあおりに手中指と薬指を挟み、骨折した。,建設業,建築工事業,その他の建築工事業,1～9,物上げ装置、運搬機械,動力運搬機,トラック,はさまれ巻き込まれ,39
25,10,16～17,柱に昇降用ボルトを取付中、バランスをくずして2階梁より足を滑らせ、1階コンクリート床に転落した。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,30～49,仮設物、建築物、構築物等,仮設物、建築物、構築物等,屋根、はり、もや、けた、合掌,墜落・転落,26
25,10,14～15,新築現場にて、天井の下地作りの作業中、針釘を打つ機械を持ち変えとした際、誤って作動させ、膝外側に針を刺した。,建設業,建築工事業,木造家屋建築工事業,10～29,動力機械,建設機械等,その他の建設用機械,切れ・こすれ,44
25,10,15～16,平瓦8枚をトラックの荷台に積込む際、鉄板の上を歩いたところ、雨で濡れていた為、足を滑らせ、転倒し、手小指の上に瓦が落下した。,建設業,建築工事業,木造家屋建築工事業,10～29,仮設物、建築物、構築物等,仮設物、建築物、構築物等,作業床、歩み板,転倒,39
25,10,11～12,店舗1階間仕切り壁工事中、移動滑車段取り換えにて、溶接補修してあった部分のウィンチ操作コードがショートし、誤作動を起こした為、手小指を吊り金具と滑車に挟まれ、小指を切傷した。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,1～9,物上げ装置、運搬機械,動力クレーン等,その他の動力クレーン等,はさまれ巻き込まれ,58
25,10,16～17,地中梁型枠工事作業中、ベースコンクリート天端から掘削法面に渡ろうとした際、足を滑らせ、横単管に背中を強打し、肋骨を骨折した。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,10～29,仮設物、建築物、構築物等,仮設物、建築物、構築物等,建築物、構築物,激突,49
25,10,11～12,巻取機移設工事にて、巻取機制御盤を接地しようとした際、制御盤が倒れ、足に当たり、骨折した。,建設業,その他の建設業,機械器具設置工事業,100～299,物上げ装置、運搬機械,動力運搬機,フォークリフト,崩壊・倒壊,41
25,10,10～11,道路修繕事作業中、道路にかぶさった木の枝を切っていたところ、上の方の枝を引っ張った際、切っていた枝が手に落下した。,建設業,土木工事業,その他の土木工事業,1～9,環境等,環境等,立木等,飛来・落下,47
25,10,15～16,床コンクリート打設中、落としたバイブレーターを拾おうとした際、バランスを崩し、鉄筋上へ転倒し、スラブ筋の間に手首を挟んだ。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,10～29,仮設物、建築物、構築物等,仮設物、建築物、構築物等,作業床、歩み板,転倒,63
25,10,9～10,車を駐車場に停め、歩いた際、敷鉄板の段差(約5cm)に躓き、転倒。腕を鉄板に強打した。,建設業,土木工事業,その他の土木工事業,1～9,物質、材料,材料,金属材料,転倒,55
25,10,7～8,軽トラックにて農場へ向かう際、運転を誤り、センターラインを越えて対向車に衝突し、大腿骨骨折した。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,1～9,物上げ装置、運搬機械,動力運搬機,トラック,交通事故（道路）,28
25,10,8～9,角材を抱えて移動中、手を滑らせて足の上に角材を落下させた。,建設業,建築工事業,木造家屋建築工事業,1～9,物質、材料,材料,木材、竹材,飛来・落下,39
25,10,16～17,仮設材の片付作業中、4ｔダンプカーに集積した単管パイプを荷降しした際。後方ゲートに単管が詰り、手で直したところ、あおりが閉まり、手を挟まれた。,建設業,その他の建設業,その他の建設業－その他,10～29,物上げ装置、運搬機械,動力運搬機,トラック,はさまれ巻き込まれ,46
25,10,11～12,電気丸ノコで木材を切断中、材木を抑えていた手親指を切断した。,建設業,建築工事業,木造家屋建築工事業,1～9,動力機械,木材加工用機械,丸のこ盤,切れ・こすれ,64
25,10,9～10,草花の陳列作業中、草花のトレイ(約35x50x80cm、2-3kg)を移動する為、持ち上げたところ、腰を捻った。,建設業,土木工事業,その他の土木工事業,1～9,その他の装置等,用具,その他の用具,動作の反動無理な動作,43
25,10,11～12,屋根瓦降ろし中、屋蔵(木部分)が外た為、梯子から落下し、足を打撲した。,建設業,建築工事業,その他の建築工事業,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,屋根、はり、もや、けた、合掌,墜落・転落,33
25,10,1～2,住宅現場にて、屋根の上で作業していたところ、強風にあおられバランスを崩し、自動釘打機により誤って足に釘を刺した。,建設業,建築工事業,木造家屋建築工事業,1～9,動力機械,一般動力機械,その他の一般動力機械,激突され,48
25,10,8～9,浄水場ろ過池防食工事施工前の確認のため、槽内に入ろうと梯子で降りる際、転位防止措置(梯子の上部緊結)を怠っていた為、昇降中に梯子が動き、高さ1.5m付近から転落した。,建設業,その他の建設業,その他の建設業－その他,1～9,その他の装置等,用具,はしご等,墜落・転落,52
25,10,12～13,雨水処理施設内の底版上にて、壁面のモルタル仕上作業中、移動式足場を2人で移動させた際、床上の障害物に輪が引っ掛かり、足場が倒れ、足場の支柱と床の間に足首を挟まれた。,建設業,建築工事業,その他の建築工事業,10～29,仮設物、建築物、構築物等,仮設物、建築物、構築物等,足場,激突され,60
25,10,15～16,配線敷設の為、脚立に乗り、機械裏側の天井パネル(鉄製600x900重さ2-3kg)を取り外そうとした際(高さ2.3m)、パネル固定ビスが一部外れていた為、パネルが落下し、背中合わせで後ろにいた被災者の足にパネルが接触した。,建設業,その他の建設業,機械器具設置工事業,1000～9999,仮設物、建築物、構築物等,仮設物、建築物、構築物等,その他の仮設物、建築物、構築物等,飛来・落下,44
25,10,13～14,屋根の霧徐部分修理の為、材料を運んでいるしあ、屋根瓦で足を滑らせ、飛び降り(約240cm)、尻餅をつき、腰、背中等を打った。,建設業,建築工事業,木造家屋建築工事業,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,屋根、はり、もや、けた、合掌,墜落・転落,40
25,10,10～11,店舗改修中、2階の床に階段を設置をする際、脚立(1m80cm)に掛けた足場枝から鋼材へ足を掛け登ったところ、足を滑らせ、落下。足場枝に背中を打ち、頭、腰等を負傷した。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,足場,墜落・転落,64
25,10,11～12,剪定作業中、バランスを崩し、転落し、骨盤骨折、首の打撲を負った。,建設業,土木工事業,その他の土木工事業,1～9,環境等,環境等,立木等,墜落・転落,37
25,10,8～9,塗装工事の為、車で現場に向かった際、信号により停車したところ、後ろからトラックに追突された。,建設業,建築工事業,木造家屋建築工事業,1～9,物上げ装置、運搬機械,動力運搬機,トラック,交通事故（道路）,44
25,10,11～12,足場解体中、最上段(15段)から12段目にて足場の壁つなぎ部材を外す準備中、最上段に仮置きした下桟が落下し、首の後ろに当たった。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,30～49,仮設物、建築物、構築物等,仮設物、建築物、構築物等,足場,飛来・落下,25
25,10,13～14,屋上階の梁型枠をクレーンで吊り込み、所定位置に針型枠材を釘で固定する作業終了後、梁型枠を吊っていたワイヤーロープを外す為、他の場所にいた同僚へクレーンのフックを下げる指示をしたところ、同僚がフックを上げる指示をクレーンのオペレーターにした為、梁型枠が持ち上がり、反動で被災者が転落した。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,30～49,仮設物、建築物、構築物等,仮設物、建築物、構築物等,作業床、歩み板,墜落・転落,54
25,10,11～12,4階基礎配筋(梁配筋落とし)作業中、落とし込む梁配筋に連続するトップ筋が固定されておらず、下部で構台組立作業をしていた被災者の肩にトップ筋が落下した。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,1～9,物質、材料,材料,金属材料,飛来・落下,34
25,10,15～16,建物の外部配管工事のため、ミニ油圧ショベルでの穴掘り作業中、油圧ショベルが傾き、体が放り出され、階段下(約3m)に落下した。,建設業,土木工事業,上下水道工事業,10～29,動力機械,建設機械等,掘削用機械,墜落・転落,64
25,10,9～10,外部排水設備配管施行中、コンクリート製桝の養生コンパネに乗ったところ、コンパネが割れ、転落し、腰、肋骨3本を骨折した。,建設業,土木工事業,上下水道工事業,1～9,仮設物、建築物、構築物等,仮設物、建築物、構築物等,開口部,墜落・転落,38
25,10,15～16,25ｔラフタークレーンのジブ格納作業中、旋回体(地上高およそ2.5m)に立ち上がり、ジブを格納するワイヤーを両手で引いた際、手元からワイヤー滑らせ、後方へ転倒し、張り出したアウトリガーに脇腹を打ち、地面まで落下。肋骨骨折及び臀部から腰にかけ打撲した。,建設業,建築工事業,鉄骨・鉄筋コンクリート造家屋建築工事業,30～49,物上げ装置、運搬機械,動力クレーン等,移動式クレーン,墜落・転落,41
